日期,素材ID,素材名,消耗,展示数,点击数,转化成本,转化数,CTR,素材标签,封面链接,预览链接
2026-08-30,14309429568,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-39,0.02,3,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,14309295432,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-5,0.02,53,0,0.00,0.00,0.00,原生|平台一组AIGC|福利价/无价格,,
2026-08-30,14274416281,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-16,0.02,10,3,0.00,0.00,30.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14238266406,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-9,0.02,20,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-30,13846409286,CH-SC-低活-10220560400432-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260708-无-625-aigc-19,0.02,1,0,0.00,0.00,0.00,DHX扒起量0706|平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-30,14318982172,CH-SC-广义新-10146456039187-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260827-无-625-aigc-7,0.02,2,0,0.00,0.00,0.00,平台AI测试/视频/一组智能体|平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14131182501,CH-SC-广义新-10138594878445 -新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260807-反选-625-14,0.02,21,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|无价格,,
2026-08-30,14217115278,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-19,0.02,1,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|无价格,,
2026-08-30,13988859569,CH-SC-低活-10166301474826-超级抢购-厨具-无-剪辑-转化引导-厨具-20260717-无-625-aigc-9,0.02,62,39,0.00,0.00,62.90,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-30,14284733198,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-8,0.02,7,0,0.00,0.00,0.00,大盘扒改,,
2026-08-30,14166679877,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-31,0.02,16,2,0.00,0.00,12.50,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14247677444,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-42,0.02,5,1,0.00,0.00,20.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14238274128,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-5,0.02,68,1,0.00,0.00,1.47,有米云素材混剪|福利价/无价格,,
2026-08-30,14009871774,信息流-小牛-懒人拖把-京东主体-代运营-新人福利价-0729-10101433845811-设计自选-625-aigc-4,0.02,20,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,14161852951,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-8,0.02,4,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14161865472,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-13,0.02,3,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14247663434,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-23,0.02,15,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-30,14319036858,CH-SC-低活-10106691309653-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260824-无-625-aigc-11,0.02,23,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-30,13913296356,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0720-10115067968253-625-设计自选-aigc-20,0.02,1,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14319790170,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-260828-10116091800772-设计自选-625-56,0.02,4,0,0.00,0.00,0.00,大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14312774007,信息流-小牛-切葱器-京东主体-代运营-新人福利价-0828-10219841541026-设计自选-625-50,0.02,10,2,0.00,0.00,20.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14197481209,CH-SC-低活-10129451028601-超级抢购-厨具-无-剪辑-转化引导-厨具-20260811-无-625-5,0.02,2,1,0.00,0.00,50.00,--,,
2026-08-30,14238390267,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-4,0.02,22,2,0.00,0.00,9.09,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14313076011,信息流-小牛-红薯-京东主体-代运营-福利价-260828-10120514417084-设计自选-625-12,0.02,5,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14161853312,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-7,0.02,15,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14274406102,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-27,0.02,4,0,0.00,0.00,0.00,平台AI测试/视频/一组智能体|平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14166677880,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-40,0.02,8,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14206595745,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客户推品-625-5,0.02,2,1,0.00,0.00,50.00,客供|福利价/无价格|腾讯首发素材,,
2026-08-30,14077123421,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-23,0.02,5,1,0.00,0.00,20.00,福利价/无价格|腾讯首发素材,,
2026-08-30,13341767532,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260520-反向-625-12,0.02,4,0,0.00,0.00,0.00,广义新头条|心如|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-30,14247658276,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-31,0.02,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,12947930845,低价-年化4.9%_视频_单人口播_无前贴_实拍-其他_是(达人合作资源)_常规_否_洋哥自媒体2026.9.23_头条-625-cjj-0323,0.02,5,0,0.00,0.00,0.00,--,,
2026-08-30,14295221488,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-29,0.02,2,0,0.00,0.00,0.00,--,,
2026-08-30,13014952355,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_揉半挂的行哥20261001+头条2_外鑫成片-625-20260408,0.02,3,0,0.00,0.00,0.00,--,,
2026-08-30,14271409262,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-36,0.02,4,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14095137033,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-19,0.02,15,1,0.00,0.00,6.67,平台一组AIGC|广义新头条|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-30,14238385967,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-41,0.02,33,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14312803430,信息流-小牛-切葱器-京东主体-代运营-新人福利价-0828-10219841541026-设计自选-625-24,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14309765046,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-1,0.01,3,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14057842401,信息流-小牛-餐具-京东主体-代运营-新人福利价-0803-10120927066267-本东爆品-625-aigc-3,0.01,19,1,0.00,0.00,5.26,平台一组AIGC|福利价/无价格,,
2026-08-30,14299102279,CH-SC-广义新-100033499067 -新综合频道-纸品-大商超-剪辑-转化引导-纸品-260826-无-625-1,0.01,10,0,0.00,0.00,0.00,快手重复素材|快手非低质素材,,
2026-08-30,14309414723,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-46,0.01,1,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,14271409928,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-33,0.01,45,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,13039426247,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_娜娜酱要翻倍20261002_头条12_外飞成片-625-20260408,0.01,1,0,0.00,0.00,0.00,--,,
2026-08-30,14271406288,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-5,0.01,3,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14309276605,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-27,0.01,16,0,0.00,0.00,0.00,原生|平台一组AIGC|福利价/无价格,,
2026-08-30,13960070247,信息流-小牛-平板支架-三方主体-代运营-新人福利价-0724-10191489644462 -历史爆品-625-5,0.01,38,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14197477406,CH-SC-低活-10129451028601-超级抢购-厨具-无-剪辑-转化引导-厨具-20260811-无-625-aigc-5,0.01,2,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,13996663252,信息流-小牛-抽纸-京东主体-代运营-新人福利价-0728-10123194301043-设计自选-625-aigc-2,0.01,21,1,0.00,0.00,4.76,平台一组AIGC|福利价/无价格,,
2026-08-30,14271411275,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-27,0.01,105,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-30,13746328503,CH-SC-低活-10139440032542-超级抢购5元-运动户外-无-剪辑-转化引导-运动户外-20260630-无-625-aigc-7,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-30,13873284948,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-25,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价,,
2026-08-30,14309311230,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-31,0.01,6,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-30,14284733164,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-9,0.01,4,0,0.00,0.00,0.00,大盘扒改,,
2026-08-30,14238388892,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-40,0.01,24,1,0.00,0.00,4.17,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14238348479,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-14,0.01,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-30,14033670730,信息流-小牛-折叠椅-京东主体-代运营-新人福利价-0731-10183713190151-设计自选-625-4,0.01,4,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14092651093,信息流-小牛-维达纸巾-三方主体-代运营-新人一分钱-0806-100166352003-大盘实时跑量-625-7,0.01,9,0,0.00,0.00,0.00,1分钱,,
2026-08-30,14166682153,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-23,0.01,1,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14319032607,CH-SC-低活-10106691309653-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260824-无-625-aigc-7,0.01,0,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-30,14071967183,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-1,0.01,3,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-30,14033664114,信息流-小牛-泥巴派-京东主体-代运营-新人福利价-0731-10148055003453-设计自选-625-3,0.01,21,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14077119192,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-22,0.01,7,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-30,14080118156,信息流-小牛-维达纸巾-三方主体-代运营-新人福利价-0804-100166352003-实时爆品表-625-10,0.01,3,1,0.00,0.00,33.33,福利价/无价格|腾讯首发素材,,
2026-08-30,14238411864,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-2,0.01,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14161858164,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-35,0.01,1,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14247677623,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-41,0.01,22,1,0.00,0.00,4.55,有米云素材混剪|福利价/无价格,,
2026-08-30,14247666908,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-15,0.01,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14309750869,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-17,0.01,10,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14309792648,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-58,0.01,3,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14230160858,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-1,0.01,2,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14021015530,信息流-小牛-抽纸-京东主体-代运营-新人福利价-0730-10113742605853 -设计自选-625-aigc-2,0.01,2,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14238348451,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-13,0.01,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,13940182553,CH-SC-低活-10123044464041-超级抢购-玩具乐器-无-剪辑-转化引导-玩具乐器-20260715-无-625-aigc-15,0.01,13,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-30,13492168139,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260605-无-625-13,0.01,2,0,0.00,0.00,0.00,心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-30,14319044326,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-18,0.01,13,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-30,13913300709,信息流-小牛-音响-京东主体-代运营-新人福利价-0720-10112824783788-625-设计自选-aigc-21,0.01,25,1,0.00,0.00,4.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14309443729,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-34,0.01,1,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,13941337060,信息流-小牛-手机支架-三方主体-代运营-新人福利价-0723-10139440032542 -设计自选-625-9,0.01,0,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14318998081,CH-SC-广义新-10118706992345-新综合频道-纸品 -京喜拉新-剪辑-转化引导-纸品 -260827-无-625-aigc-28,0.01,4,0,0.00,0.00,0.00,平台AI测试/视频/一组智能体|平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-30,13941337263,信息流-小牛-手机支架-三方主体-代运营-新人福利价-0723-10139440032542 -设计自选-625-10,0.01,1,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-30,13996670680,信息流-小牛-西瓜-京东主体-代运营-新人福利价-0728-10215767576641-设计自选-625-3,0.01,0,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,13846319941,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260708-无-625-aigc-2,0.01,27,1,0.00,0.00,3.70,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-30,14318981286,CH-SC-广义新-10146456039187-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260827-无-625-aigc-8,0.01,6,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14319044333,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-20,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-30,14309765646,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-2,0.01,53,2,0.00,0.00,3.77,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,13913318525,信息流-小牛-音响-京东主体-代运营-新人福利价-0720-10112824783788-625-设计自选-aigc-1,0.01,21,1,0.00,0.00,4.76,平台一组AIGC|福利价/无价格,,
2026-08-30,14161857430,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-36,0.01,4,1,0.00,0.00,25.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,13989076680,CH-SC-广义新-10100644668875-新综合频道-汽车用品-京喜拉新-剪辑-转化引导-汽车用品-20260723-无-625-aigc-11,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材,,
2026-08-30,13836035226,CH-SC-低活-10223482211866-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260703-无-625-2,0.01,0,0,0.00,0.00,0.00,心如|快手重复素材|快手非低质素材,,
2026-08-30,14309180224,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-56,0.01,13,1,0.00,0.00,7.69,原生|平台一组AIGC|福利价/无价格,,
2026-08-30,14309762835,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-3,0.01,18,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14271415000,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-17,0.01,5,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,12993042084,荣耀-XN-社交-通用-情侣画面-混剪-260403-625-25,0.01,1,0,0.00,5.00,0.00,,,
2026-08-30,14274412259,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-8,0.01,6,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-30,14161855948,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-42,0.01,16,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-30,14079157178,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-57,0.01,7,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-30,14050210874,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-1,0.01,5,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-30,14049455728,CH-SC-低活-10203314269223-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260730-无-625-aigc-6,0.01,1,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-30,14131158311,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-1,0.01,15,0,0.00,0.00,0.00,无价格|腾讯首发素材,,
2026-08-30,14319006697,CH-SC-广义新-10118706992345-新综合频道-纸品 -京喜拉新-剪辑-转化引导-纸品 -260827-无-625-aigc-14,0.01,3,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-30,14088503278,CH-SC-广义新-10205581830735-新综合京选-厨具-京喜拉新-剪辑-转化引导-厨具-20260803-反向-625-aigc-2,0.01,0,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|无价格,,
2026-08-30,14247688812,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-18,0.01,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-30,14092633051,信息流-小牛-西瓜-三方主体-代运营-新人福利价-0806-10215767576641-历史爆品-625-5,0.01,16,0,0.00,0.00,0.00,头条/京东标点/有量素材混剪|福利价/无价格,,
2026-08-30,14161854242,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-49,0.01,1,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,14166679608,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-33,0.01,2,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,13940184968,CH-SC-低活-10123044464041-超级抢购-玩具乐器-无-剪辑-转化引导-玩具乐器-20260715-无-625-aigc-13,0.01,37,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-30,14238347090,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-15,0.01,15,1,0.00,0.00,6.67,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14299096878,CH-SC-广义新-100033499067 -新综合频道-纸品-大商超-剪辑-转化引导-纸品-260826-无-625-4,0.01,3,1,0.00,0.00,33.33,快手原创素材|快手非低质素材,,
2026-08-30,14284738578,信息流-小牛-打火机-三方主体-代运营-新人福利价-260825-10162692688878-大盘扒改-625-8,0.01,5,2,0.00,0.00,40.00,大盘扒改|福利价/无价格,,
2026-08-30,14131159650,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-4,0.01,13,1,0.00,0.00,7.69,无价格,,
2026-08-30,14284743321,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260825-10113643996701-大盘扒改-625-1,0.01,31,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-30,14309763022,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-4,0.01,2,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14309393762,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-56,0.01,5,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,14009875054,信息流-小牛-懒人拖把-京东主体-代运营-新人福利价-0729-10101433845811-设计自选-625-aigc-9,0.01,45,2,0.00,0.00,4.44,平台一组AIGC,,
2026-08-30,13946593025,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0723-10125368295124-设计自选-625-aigc-12,0.01,4,1,0.00,0.00,25.00,平台一组AIGC|福利价/无价格,,
2026-08-30,14309495565,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-16,0.01,1,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-30,14238394868,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-31,0.01,1,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14238398164,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-21,0.01,6,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-30,13603329865,CH-SC-广义新-10139440032542-新综合频道-运动户外-京喜拉新-剪辑-转化引导-运动户外-20260617-无-625-aigc10,0.01,7,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-30,14033664141,信息流-小牛-泥巴派-京东主体-代运营-新人福利价-0731-10148055003453-设计自选-625-4,0.01,0,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14092636671,信息流-小牛-西瓜-三方主体-代运营-新人福利价-0806-10215767576641-历史爆品-625-30,0.01,7,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-30,14238330617,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-23,0.01,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14197442304,CH-SC-广义新-10183610704247-新综合频道-收纳用品-京喜拉新-剪辑-转化引导-收纳用品-20260812-无-625-4,0.01,2,1,0.00,0.00,50.00,头条首发素材|无价格,,
2026-08-30,14271407490,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-48,0.01,73,3,0.00,0.00,4.11,福利价/无价格,,
2026-08-30,14197030149,信息流-小牛-电脑支架-三方主体-代运营-新人福利价-0817-10191489644462-大盘扒改-625-2,0.01,0,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-30,14309784578,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-67,0.01,33,3,0.00,0.00,9.09,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-30,14247684698,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-29,0.01,18,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-30,14217107661,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-23,0.01,4,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-30,14166708085,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-50,0.01,4,1,0.00,0.00,25.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-30,13684888019,CH-SC-低活-10150446326220-好价清单-厨具-无-剪辑-转化引导-厨具-20260626-无-625-aigc-6,0.01,8,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
